"","Issue_Resolution","Issue_Category","Issue_Severity","Support_Level","Support_Channel","Building","City","Position","Country","Tenure_Months","Career_Desc","Division"
"41906"," Workaround","Apps","Sev3",NA,"Email","B0383","Singapore","Operations","SG ",147,"IC4","D009703"
"4185","Unknown","Apps","Sev2",NA,"Chat","B0934","Mumbai","Software Engineering","IN ",32,"IC3","D013936"
"61181","Unknown","Apps","Sev3",NA,"Chat","MOBILE","San Francisco","Services Leadership","US ",57,"MGR3","D006433"
"3057"," Workaround","Apps","Sev3",NA,"Email","B0340","Sunnyvale","Software Engineering","US ",95,"EXEC4","D006433"
"11676","Unknown","Apps","Sev1",NA,"Chat","MOBILE","London","Technical Delivery","GB ",106,"IC4","D010405"
"33561"," Workaround","Apps","Sev2",NA,"Chat","MOBILE","Guaynabo","Relationship Management","PR ",191,"IC4","D006421"
"57746"," User Education","Apps","Sev3",NA,"Email","B0723","Sunnyvale","Business Operations","US ",281,"MGR4","D006433"
"32438"," User Education","Apps","Sev2",NA,"Chat","MOBILE","Atlanta","Technical Delivery","US ",164,"IC4","D006433"
"54433"," Workaround","Apps","Sev1",NA,"Chat","MOBILE","London","HR Talent Acquisition","GB ",59,"IC4","D010405"
"73553","Resolved by Caller","Apps","Sev1","Silver","Chat","B0095","Tokyo","Relationship Management","JP ",124,"IC4","D001939"
"60630"," Workaround","Apps","Sev1",NA,"Chat","MOBILE","London","Account Management","GB ",284,"MGR3","D010405"
"2680"," Workaround","Apps","Sev2",NA,"Email","MOBILE","New Delhi","Account Management","IN ",12,"IC4","D013158"
"52889","Software Update","Apps","Sev3","Silver","Email","MOBILE","Sydney","Relationship Management","AU ",12,"IC2","D009170"
"83163"," User Education","Apps","Sev2",NA,"Phone","B0040","Toulouse","Licensing","FR ",17,"IC2","D008654"
"40871","Software Update","Apps","Sev1",NA,"Chat","B0142","New Delhi","Support Engineering","IN ",95,"IC3","D009696"
"23590"," Request Complete","Apps","Sev2",NA,"Email","B0809","Sunnyvale","Finance","US ",25,"IC4","D006433"
"7635"," User Education","Apps","Sev2","Silver","Email","B0934","Mumbai","Software Engineering","IN ",13,"IC3","D013936"
"5257","Unknown","Apps","Sev3",NA,"Chat","B0108","Sunnyvale","Program Management","US ",18,"IC3","D006433"
"1150"," Workaround","Apps","Sev1",NA,"Chat","B1007","Atlanta","Business Intelligence","US ",110,"IC3","D006433"
"65612"," Workaround","Apps","Sev2",NA,"Email","B0809","Sunnyvale","Finance","US ",81,"IC4","D006433"
"60738","Software Update","Apps","Sev1",NA,"Chat","MOBILE","Guaynabo","Relationship Management","PR ",59,"IC3","D006421"
"30830"," User Education","Apps","Sev2",NA,"Chat","B0095","Tokyo","Relationship Management","JP ",72,"IC2","D001939"
"25428","Non-Actionable","Help","Sev3","Silver","Email","B0182","Sunnyvale","Program Management","US ",66,"IC3","D006433"
"63589"," User Education","Apps","Sev3",NA,"Chat","B0892","Cork","Operations","IE ",51,"IC2","D015571"
"22821"," User Education","Apps","Sev2",NA,"Phone","B0571","Southfield","Licensing","US ",266,"MGR3","D006433"
"53048"," User Education","Apps","Sev2",NA,"Email","B0818","Sunnyvale","Operations","US ",252,"IC4","D006433"
"76220"," Request Complete","Apps","Sev3",NA,"Email","B0361","Los Angeles","Hardware Engineering","US ",19,"IC2","D006433"
"40501","Unknown","Apps","Sev2",NA,"Email","B0672","New York","Finance","US ",205,"IC4","D006433"
"409","Software Update","Apps","Sev2",NA,"Email","B0809","Sunnyvale","Finance","US ",13,"IC3","D006433"
"753"," User Education","Apps","Sev3",NA,"Chat","MOBILE","Athens","Marketing","GR ",139,"IC4","D003670"
"61622"," Request Complete","Apps","Sev3",NA,"Email","B0677","Cork","Business Operations","IE ",201,"IC5","D015571"
"82110","Software Update","Infrastructure","Sev2",NA,"Email","HOME OFFICE","San Francisco","Program Management","US ",124,"IC4","D006433"
"35592"," Workaround","Apps","Sev1",NA,"Chat","B0672","New York","Support Engineering","US ",77,"IC3","D006433"
"56076"," Workaround","Help","Sev2",NA,"Email","HOME OFFICE","Southfield","Relationship Management","US ",35,"IC3","D006433"
"31930"," User Education","Apps","Sev1",NA,"Chat","B0565","Sunnyvale","IT Operations","US ",18,"IC3","D006433"
"40458"," Workaround","Apps","Sev1",NA,"Chat","MOBILE","Zaventem","Relationship Management","BE ",39,"IC3","D010467"
"52912","Non-Actionable","Help","Sev2",NA,"Email","MOBILE","Zaventem","Licensing","BE ",41,"IC3","D010467"
"35566"," Workaround","Apps","Sev2",NA,"Email","MOBILE","Mississauga","Solution Sales","CA ",65,"IC5","D008805"
"43174"," Workaround","Apps","Sev1",NA,"Chat","B1007","Atlanta","Support Engineering","US ",11,"IC4","D006433"
"59925"," Workaround","Apps","Sev2",NA,"Phone","B0461","Sunnyvale","Business Operations","US ",43,"IC3","D006433"
"58314"," Workaround","Apps","Sev2",NA,"Chat","MOBILE","Moscow","Relationship Management","RU ",8,"IC3","D006874"
"74652"," User Education","Apps","Sev2",NA,"Chat","MOBILE","Canberra","Technical Delivery","AU ",124,"IC4","D009170"
"72458"," Workaround","Apps","Sev2","Silver","Email","B0809","Sunnyvale","Finance","US ",90,"IC4","D006433"
"82579"," Workaround","Apps","Sev3",NA,"Email","B0848","Mumbai","Technical Delivery","IN ",130,"IC4","D007359"
"60817"," Workaround","Apps","Sev2",NA,"Email","B0809","Sunnyvale","Finance","US ",26,"IC4","D006433"
"29651","Unknown","Apps","Sev1",NA,"Chat","B0029","Austin","Support Engineering","US ",211,"IC4","D006433"
"8917","Unknown","Apps","Sev2",NA,"Chat","MOBILE","Hong Kong","Account Management","HK ",73,"IC4","D012459"
"43198","Software Update","Apps","Sev2",NA,"Email","B0809","Sunnyvale","Finance","US ",15,"IC3","D006433"
"67177"," Workaround","Apps","Sev2",NA,"Email","B0685","Sunnyvale","Business Operations","US ",156,"IC5","D006433"
"7262"," Workaround","Apps","Sev2",NA,"Email","MOBILE","Toulouse","Solution Sales","FR ",151,"IC5","D008654"
"61433","Resolved by Caller","Apps","Sev1",NA,"Chat","B0921","Seattle","Program Management","US ",131,"IC4","D006433"
"40588"," Workaround","Apps","Sev2",NA,"Email","B0373","Sunnyvale","Support Delivery","US ",145,"IC3","D006433"
"75533"," Workaround","Apps","Sev1",NA,"Chat","B0738","Cork","Inside Sales","IE ",7,"IC3","D015571"
"15449"," Workaround","Apps","Sev2",NA,"Email","B0720","Sunnyvale","Business Operations","US ",364,"IC3","D006433"
"45007","Non-Actionable","Apps","Sev3",NA,"Email","B0809","Sunnyvale","Finance","US ",55,"IC4","D006433"
"74848"," User Education","Apps","Sev3",NA,"Chat","HOME OFFICE","APO","Support Delivery","US ",265,"IC4","D006433"
"46494"," User Education","Apps","Sev3",NA,"Email","MOBILE","Oslo-Lysaker","Relationship Management","NO ",215,"IC4","D009472"
"46833"," Workaround","Apps","Sev1",NA,"Email","B0798","Geneva","Technology Strategy","CH ",194,"IC5","D019166"
"23492"," Workaround","Apps","Sev2","Silver","Email","B0711","Seattle","Quality","US ",21,"IC3","D006433"
"17345"," User Education","Apps","Sev2",NA,"Phone","B0428","Reston","Solution Sales","US ",5,"IC2","D006433"
"33363"," Workaround","Apps","Sev2",NA,"Chat","MOBILE","Singapore","Sales","SG ",25,"IC5","D009703"
"23283"," Request Complete","Apps","Sev2",NA,"Email","B0818","Sunnyvale","Operations","US ",124,"IC4","D006433"
"82603"," User Education","Apps","Sev2",NA,"Chat","B0934","Mumbai","Program Management","IN ",11,"IC3","D013936"
"34985"," User Education","Apps","Sev2",NA,"Email","B0923","Toronto","Retail","CA ",55,"IC3","D007106"
"75954"," User Education","Apps","Sev2","Silver","Chat","B0659","Sunnyvale","Program Management","US ",187,"IC4","D006433"
"77517"," Workaround","Apps","Sev2",NA,"Chat","MOBILE","Vienna","Relationship Management","AT ",196,"IC4","D004071"
"74876"," Workaround","Apps","Sev2",NA,"Email","B0809","Sunnyvale","Finance","US ",199,"IC4","D006433"
"46970"," User Education","Apps","Sev2",NA,"Chat","B0685","Sunnyvale","Business Operations","US ",158,NA,"D006433"
"6751","Resolved by Caller",NA,"Sev1",NA,"Chat","B0480","Warsaw","Services Leadership","PL ",213,"MGR4","D001666"
"35845"," User Education","Apps","Sev2",NA,"Chat","B1024","Mumbai","Software Engineering","IN ",55,"IC3","D013936"
"36084","Software Update","Apps","Sev2",NA,"Email","B0264","Los Angeles","Business Operations","US ",163,"IC3","D006433"
"31253"," Workaround","Apps","Sev3",NA,"Chat","B0618","Shanghai","Support Engineering","CN ",41,"IC3","D005841"
"74529"," Request Complete","Help","Sev2",NA,"Email","B0123","Sunnyvale","Service Engineering","US ",72,"IC3","D006433"
"41707","Unknown","Apps","Sev3",NA,"Email","MOBILE","Toulouse","Relationship Management","FR ",222,"IC5","D008654"
"22375","Non-Actionable","Help","Sev2",NA,"Email","MOBILE","Toulouse","Solution Sales","FR ",113,"IC3","D008654"
"77977"," Workaround","Apps","Sev2",NA,"Email","B0934","Mumbai","Service Engineering","IN ",26,"IC3","D013936"
"5988","Unknown","Apps","Sev2",NA,"Chat","B0044","SUNNYVALE","Business Support","US ",156,"IC3","D006433"
"66233"," Workaround","Apps","Sev2",NA,"Email","B0839","Sunnyvale","Software Engineering","US ",209,"IC4","D006433"
"58879"," User Education","Apps","Sev3",NA,"Chat","HOME OFFICE","South Glastonbury","Relationship Management","US ",27,"IC3","D006433"
"27630","Unknown","Apps","Sev2",NA,"Email","B0032","New Delhi","Software Engineering","IN ",11,"IC3","D009696"
"26797"," Workaround","Apps","Sev2",NA,"Chat","MOBILE","Southfield","Technical Delivery","US ",158,"IC5","D006433"
"58926","Software Update","Apps","Sev3",NA,"Email","MOBILE","Suzhou","Hardware Engineering","CN ",30,"IC4","D005841"
"66255"," Request Complete","Apps","Sev2",NA,"Email","MOBILE","Malvern","Sales Excellence","US ",19,"IC4","D006433"
"33964","Non-Actionable","Help","Sev2",NA,"Email","B0672","New York","Support Engineering","US ",20,"IC3","D006433"
"81020","Non-Actionable","Help","Sev2",NA,"Email","B0618","Shanghai","Support Engineering","CN ",16,"IC2","D005841"
"64814"," Workaround","Apps","Sev2",NA,"Phone","B0759","Mississauga","Retail","CA ",48,"IC3","D007106"
"49783"," User Education","Apps","Sev2",NA,"Email","B0331","SUNNYVALE","Software Engineering","US ",161,"EXEC5","D006433"
"13527"," Workaround","Apps","Sev2",NA,"Chat","MOBILE","Columbus","Solution Sales","US ",51,"IC5","D006433"
"46287","Unknown","Apps","Sev2","Silver","Email","B0944","Sunnyvale","HR Compensation and Benefits","US ",135,"IC5","D006433"
"10194"," Workaround","Apps","Sev2",NA,"Email","B0809","Sunnyvale","Finance","US ",78,"IC4","D006433"
"25009"," Workaround","Apps","Sev3",NA,"Email","B0809","Sunnyvale","Finance","US ",54,"IC4","D006433"
"45156"," Workaround","Apps","Sev2","Silver","Email","B0809","Sunnyvale","Finance","US ",76,"IC4","D006433"
"11803"," Request Complete","Apps","Sev2",NA,"Email","B0264","Los Angeles","Program Management","US ",158,"IC4","D006433"
"37606","Unknown","Apps","Sev1",NA,"Chat","B0262","Sunnyvale","Program Management","US ",161,"MGR3","D006433"
"42340","Unknown","Apps","Sev1",NA,"Phone","B0264","Los Angeles","Service Engineering","US ",107,"MGR2","D006433"
"64670"," User Education","Apps","Sev2",NA,"Email","B0264","Los Angeles","Service Engineering","US ",115,"MGR2","D006433"
"55681","Unknown","Apps","Sev2",NA,"Email","B0972","Sarasota","Retail","US ",54,"IC3","D006433"
"66237"," Workaround","Apps","Sev2",NA,"Chat","MOBILE","Independence","Relationship Management","US ",11,"IC3","D006433"
"44233"," User Education","Apps","Sev3",NA,"Email","MOBILE","Berlin","Account Management","DE ",155,"IC4","D014045"
"70634"," User Education","Apps","Sev3",NA,"Email","B0135","Reno","Operations","US ",64,"IC4","D006433"
"14809","Resolved by Caller","Apps","Sev3",NA,"Chat","HOME OFFICE","Austin","Technical Delivery","US ",14,"IC4","D006433"
"56638"," User Education","Apps","Sev2",NA,"Email","B0123","Sunnyvale","IT Operations","US ",23,"IC3","D006433"
"47406"," User Education","Apps","Sev2",NA,"Chat","B0711","Seattle","Support Engineering","US ",164,"MGR2","D006433"
"20036"," Workaround","Apps","Sev3",NA,"Email","B0466","Sunnyvale","Business Support","US ",111,"IC6","D006433"
"46952","Unknown","Apps","Sev2",NA,"Chat","B0711","Seattle","Service Engineering","US ",136,"IC3","D006433"
"25541","Software Update","Apps","Sev2",NA,"Chat","B0035","Sunnyvale","Finance","US ",71,"IC3","D006433"
"32533"," Workaround","Apps","Sev2",NA,"Phone","B0466","Sunnyvale","Finance","US ",42,"IC4","D006433"
"1346","Software Update","Apps","Sev2",NA,"Email","B0677","Cork","Operations","IE ",20,"IC3","D015571"
"48845"," Workaround","Apps","Sev1",NA,"Chat","MOBILE","Toulouse","Relationship Management","FR ",26,"IC3","D008654"
"24060","Resolved by Caller","Apps","Sev2",NA,"Phone","B0618","Shanghai","Support Engineering","CN ",58,"IC3","D005841"
"34899"," Workaround","Apps","Sev2",NA,"Email","B0809","Sunnyvale","Finance","US ",77,"IC4","D006433"
"24953"," Workaround","Apps","Sev2",NA,"Email","B0640","London","Business Operations","GB ",0,NA,"D010405"
"57083"," Workaround","Apps","Sev2",NA,"Email","B0125","Sunnyvale","Marketing Communications","US ",247,"IC5","D006433"
"36284"," Workaround","Help","Sev2",NA,"Chat","B0565","Sunnyvale","IT Operations","US ",75,"IC4","D006433"
"9469","Unknown","Apps","Sev2",NA,"Email","B0622","Mississauga","Marketing","CA ",160,"IC4","D008805"
"65447"," User Education","Apps","Sev3",NA,"Email","MOBILE","Mumbai","Licensing","IN ",45,"IC5","D013158"
"46718"," Workaround","Apps","Sev2",NA,"Phone","B0618","Shanghai","Support Engineering","CN ",15,"IC2","D005841"
"33225","Unknown","Apps","Sev2",NA,"Email","B0108","Sunnyvale","Service Engineering","US ",54,"IC3","D006433"
"68390","Unknown","Apps","Sev2",NA,"Phone","MOBILE","Sydney","Support Engineering","AU ",131,"IC4","D009170"
"49873"," Workaround","Apps","Sev3",NA,"Email","B0741","Sunnyvale","Business Operations","US ",22,"IC3","D006433"
"54506"," User Education","Apps","Sev2",NA,"Email","MOBILE","Manchester","Technical Delivery","GB ",214,"IC4","D010405"
"892"," Workaround","Apps","Sev2","Silver","Email","B0934","Mumbai","Service Engineering","IN ",27,"IC3","D013936"
"34891"," Workaround","Apps","Sev1","Silver","Phone","MOBILE","Tempe","Technical Delivery","US ",14,"IC3","D006433"
"78303","Unknown","Apps","Sev2","Silver","Chat","MOBILE","sunnyvale","Technical Delivery","US ",4,"IC3","D006433"
"4559"," Request Complete","Apps","Sev3",NA,"Email","MOBILE","London","Hardware Engineering","GB ",131,"IC3","D010405"
"27345"," Workaround","Apps","Sev2",NA,"Chat","MOBILE","Sao Paulo","Program Management","BR ",35,"IC4","D007007"
"7258","Unknown","Apps","Sev1",NA,"Chat","B0934","Mumbai","Service Engineering","IN ",169,"IC4","D013936"
"57426","Software Update","Apps","Sev2",NA,"Phone","B0461","Sunnyvale","Finance","US ",54,"IC3","D006433"
"66535","Software Update","Apps","Sev2",NA,"Email","B0517","New York","IT Operations","US ",20,"IC4","D006433"
"57539"," Request Complete","Apps","Sev3","Silver","Email","B0361","Los Angeles","Hardware Engineering","US ",24,"IC2","D006433"
"1703"," Workaround","Apps","Sev2",NA,"Email","B0207","Sunnyvale","Business Operations","US ",23,"IC3","D006433"
"23917"," User Education","Apps","Sev3",NA,"Email","B0892","Cork","Licensing","IE ",187,"IC3","D015571"
"9983"," Request Complete","Apps","Sev2",NA,"Phone","B0221","King of prussia","Retail","US ",11,"IC3","D006433"
"60775"," Workaround","Apps","Sev2",NA,"Email","B0809","Sunnyvale","Finance","US ",24,"IC4","D006433"
"79715"," User Education","Apps","Sev2",NA,"Email","B0923","Toronto","Retail","CA ",62,"IC3","D007106"
"20169"," User Education","Apps","Sev1",NA,"Chat","MOBILE","Espoo","Marketing","FI ",3,NA,"D013149"
"45713","Unknown","Apps","Sev2",NA,"Email","B0589","Sunnyvale","Service Engineering","US ",137,"IC3","D006433"
"70600","Unknown","Apps","Sev2",NA,"Chat","B0921","Seattle","Program Management","US ",17,"IC4","D006433"
"58927","Unknown","Apps","Sev2",NA,"Email","MOBILE","Dubai","Account Management","AE ",16,"IC4","D002536"
"26665"," Workaround","Apps","Sev3",NA,"Email","B0153","MADRID","HR Talent Acquisition","ES ",74,"MGR4","D004024"
"18323"," Workaround","Apps","Sev1",NA,"Chat","MOBILE","Toulouse","Technology Strategy","FR ",8,"IC4","D008654"
"19972"," User Education","Apps","Sev2",NA,"Email","B0985","Sunnyvale","Marketing","US ",93,"IC4","D006433"
"2898"," User Education","Apps","Sev2",NA,"Email","MOBILE","Athens","Account Management","GR ",12,"IC4","D003670"
"77489"," Workaround","Apps","Sev2",NA,"Phone","MOBILE","Oslo-Lysaker","Relationship Management","NO ",17,"IC3","D009472"
"48764"," Workaround","Apps","Sev1","Silver","Chat","MOBILE","Sydney","Relationship Management","AU ",26,"IC3","D009170"
"57960"," Request Complete","Apps","Sev2",NA,"Email","HOME OFFICE",NA,"Business Development","NO ",40,"MGR3","D009472"
"27125"," User Education","Apps","Sev2","Gold","Chat","MOBILE","New Delhi","Technology Solutions","IN ",27,"IC4","D013158"
"74965"," Workaround","Apps","Sev2","Silver","Email","B0818","Sunnyvale","Operations","US ",309,"IC3","D006433"
"59758"," Workaround","Apps","Sev2",NA,"Email","B0809","Sunnyvale","Finance","US ",83,"IC4","D006433"
"77960","Non-Reproducible","Apps","Sev2",NA,"Email","B0029","Austin","Support Delivery","US ",20,"IC3","D006433"
"2334"," User Education","Apps","Sev2",NA,"Email","MOBILE","Toulouse","Business Development","FR ",12,"IC3","D008654"
"65419"," User Education","Apps","Sev3",NA,"Email","MOBILE","Chennai","Business Operations","IN ",35,"IC3","D001578"
"70655"," User Education","Apps","Sev2",NA,"Chat","HOME OFFICE","Southfield","Relationship Management","US ",36,"IC3","D006433"
"31041","Unknown","Apps","Sev3",NA,"Chat","B0135","Reno","Operations","US ",38,"IC3","D019413"
"58271","Unknown","Apps","Sev1",NA,"Chat","B0848","Mumbai","Technical Delivery","IN ",8,"IC2","D007359"
"21612"," Request Complete","Apps","Sev3",NA,"Email","B0870","Mountain View","Hardware Engineering","US ",0,NA,"D006433"
"23860"," User Education","Apps","Sev1",NA,"Chat","B0462","Bucharest","Support Engineering","RO ",11,"IC1","D009260"
"41925"," User Education","Apps","Sev2",NA,"Email","B0205","Reno","Operations","US ",48,"IC3","D006433"
"27832"," User Education","Apps","Sev1","Silver","Chat","HOME OFFICE","Winter Garden","Relationship Management","US ",197,"IC4","D006433"
"73278"," Workaround","Apps","Sev2",NA,"Chat","B0862","Sunnyvale","Business Support","US ",35,"IC6","D006433"
"68798"," Workaround","Apps","Sev3",NA,"Chat","MOBILE","Schiphol","Support Delivery","NL ",71,"IC3","D008233"
"73180"," Request Complete","Apps","Sev3",NA,"Email","B0135","Reno","Operations","US ",22,"IC3","D019413"
"36246"," User Education","Apps","Sev2",NA,"Email","B0711","Seattle","Software Engineering","US ",51,"IC3","D006433"
"29302"," Workaround","Apps","Sev2",NA,"Phone","B0774","Sunnyvale","Business Development","US ",14,"IC5","D006433"
